State Code,Claim Amount,Coverage,Education,EmploymentStatus,Location Code,Monthly Premium Auto,Number of Policies,Policy,Claim Reason,Vehicle Class
MO,285.9799774,Basic,College,Employed,Rural,73,1,Personal,Other,Four-Door Car
IA,2958.9941280000007,Basic,High School or Below,Unemployed,Suburban,108,2,Corporate,Scratch/Dent,SUV
IA,966.7129686,Extended,Master,Employed,Rural,124,6,Personal,Collision,SUV
IA,2194.185759,Basic,Bachelor,Employed,Rural,70,2,Personal,Hail,Four-Door Car
IA,554.8031892000001,Basic,Bachelor,Employed,Suburban,69,9,Personal,Collision,Four-Door Car
KS,775.2933281,Extended,Master,Employed,Rural,96,3,Personal,Scratch/Dent,Four-Door Car
MO,276.972527,Basic,College,Employed,Urban,70,1,Personal,Other,Four-Door Car
IA,254.50702740000003,Basic,High School or Below,Employed,Suburban,65,1,Corporate,Other,Four-Door Car
IA,862.9329351,Basic,High School or Below,Employed,Urban,107,7,Personal,Hail,SUV
NE,491.539018,Basic,Bachelor,Unemployed,Suburban,70,9,Personal,Collision,Four-Door Car
NE,489.6562733,Extended,College,Employed,Urban,124,1,Personal,Hail,SUV
OK,401.3959621,Extended,Doctor,Employed,Suburban,99,1,Personal,Scratch/Dent,Two-Door Car
IA,1083.486984,Extended,College,Employed,Suburban,91,2,Special,Other,Four-Door Car
IA,2957.728414,Premium,College,Unemployed,Suburban,106,2,Personal,Hail,Two-Door Car
OK,925.9729948,Basic,High School or Below,Medical Leave,Suburban,62,2,Personal,Hail,Two-Door Car
MO,630.0440231000001,Extended,College,Medical Leave,Suburban,85,7,Personal,Collision,Four-Door Car
IA,603.1518652000002,Extended,College,Employed,Urban,79,5,Personal,Hail,Two-Door Car
MO,230.0334605,Basic,High School or Below,Unemployed,Suburban,66,1,Corporate,Hail,Four-Door Car
IA,686.3124573,Premium,College,Employed,Suburban,173,1,Special,Scratch/Dent,Sports Car
IA,279.7759849,Basic,College,Employed,Suburban,71,1,Personal,Scratch/Dent,Two-Door Car
OK,447.9494223,Basic,Bachelor,Medical Leave,Suburban,66,3,Personal,Collision,Four-Door Car
MO,457.1509384,Basic,College,Employed,Urban,114,1,Personal,Scratch/Dent,SUV
IA,610.4501453,Extended,College,Medical Leave,Rural,80,5,Personal,Collision,Four-Door Car
KS,329.79046150000005,Extended,College,Unemployed,Suburban,91,1,Personal,Collision,Two-Door Car
NE,263.9982596,Basic,Bachelor,Employed,Rural,66,1,Personal,Other,Four-Door Car
MO,1378.048818,Premium,Bachelor,Employed,Suburban,118,2,Personal,Collision,Four-Door Car
OK,370.263121,Extended,Doctor,Employed,Suburban,95,1,Personal,Hail,Two-Door Car
NE,578.9352696000002,Basic,Bachelor,Employed,Rural,72,6,Personal,Collision,Four-Door Car
OK,1346.460289,Basic,High School or Below,Employed,Urban,112,2,Personal,Collision,SUV
MO,633.1338496000002,Extended,Bachelor,Unemployed,Rural,87,3,Personal,Collision,Two-Door Car
MO,383.8113442,Extended,College,Employed,Rural,96,1,Personal,Hail,Four-Door Car
IA,1127.4910109999996,Premium,College,Unemployed,Suburban,114,2,Personal,Collision,Four-Door Car
MO,605.2003301,Extended,College,Employed,Suburban,79,9,Corporate,Collision,Four-Door Car
MO,3345.17935,Extended,Bachelor,Employed,Urban,92,2,Corporate,Collision,Four-Door Car
NE,561.1926938999999,Premium,Bachelor,Unemployed,Suburban,158,1,Personal,Scratch/Dent,SUV
NE,560.7253592000002,Basic,College,Employed,Urban,70,5,Corporate,Collision,Two-Door Car
MO,883.5159206000002,Basic,Bachelor,Employed,Urban,112,8,Personal,Collision,SUV
MO,379.6547659,Extended,College,Employed,Suburban,96,1,Personal,Hail,Four-Door Car
IA,393.6785538,Basic,Bachelor,Medical Leave,Suburban,106,1,Personal,Scratch/Dent,SUV
NE,3715.082945,Basic,High School or Below,Medical Leave,Rural,108,2,Personal,Scratch/Dent,SUV
IA,481.5532839,Basic,Bachelor,Employed,Rural,62,3,Corporate,Collision,Two-Door Car
NE,285.3370449,Basic,Bachelor,Employed,Suburban,73,1,Special,Hail,Four-Door Car
IA,246.7459952,Basic,Bachelor,Unemployed,Suburban,73,1,Personal,Collision,Two-Door Car
KS,520.0227769999998,Basic,Master,Employed,Suburban,66,3,Personal,Other,Four-Door Car
IA,459.4263722,Basic,High School or Below,Unemployed,Rural,63,3,Personal,Other,Four-Door Car
NE,858.6662938999998,Basic,College,Unemployed,Suburban,118,5,Personal,Scratch/Dent,SUV
MO,409.1934934,Premium,Bachelor,Employed,Suburban,102,1,Personal,Collision,Four-Door Car
MO,518.1620895,Basic,Master,Employed,Suburban,64,6,Personal,Hail,Four-Door Car
IA,1423.03242,Basic,Bachelor,Employed,Suburban,119,2,Personal,Collision,SUV
NE,244.6664534,Basic,Bachelor,Employed,Suburban,61,1,Personal,Hail,Two-Door Car
MO,475.8564558,Basic,High School or Below,Unemployed,Suburban,64,9,Personal,Scratch/Dent,Four-Door Car
OK,664.5928117000002,Extended,College,Employed,Urban,86,8,Personal,Collision,Two-Door Car
IA,871.7851882000001,Premium,High School or Below,Employed,Suburban,112,7,Corporate,Hail,Four-Door Car
OK,411.0620178,Basic,High School or Below,Employed,Urban,108,1,Special,Other,SUV
MO,981.0407902,Extended,Master,Unemployed,Suburban,131,8,Corporate,Scratch/Dent,Sports Car
IA,499.3025273,Basic,College,Employed,Rural,63,7,Personal,Other,Four-Door Car
IA,446.3607161000001,Basic,Bachelor,Unemployed,Suburban,62,6,Personal,Collision,Four-Door Car
IA,289.5213818,Basic,High School or Below,Employed,Urban,72,1,Personal,Hail,Four-Door Car
NE,318.5170310000001,Extended,High School or Below,Medical Leave,Suburban,92,1,Personal,Other,Two-Door Car
IA,934.3198788,Basic,High School or Below,Employed,Suburban,117,3,Special,Scratch/Dent,Sports Car
IA,729.6535052999999,Basic,High School or Below,Medical Leave,Suburban,64,2,Personal,Collision,Four-Door Car
NE,556.8947534,Extended,High School or Below,Unemployed,Suburban,79,7,Personal,Collision,Two-Door Car
IA,762.7026893,Basic,Bachelor,Unemployed,Suburban,74,2,Corporate,Collision,Four-Door Car
OK,463.654647,Basic,College,Retired,Suburban,66,5,Corporate,Hail,Two-Door Car
MO,532.912883,Basic,College,Employed,Suburban,66,3,Personal,Scratch/Dent,Four-Door Car
MO,247.8235474,Basic,College,Employed,Suburban,64,1,Personal,Hail,Four-Door Car
MO,552.2769962,Basic,College,Employed,Rural,69,3,Corporate,Collision,Four-Door Car
IA,858.6528212999998,Extended,Bachelor,Unemployed,Suburban,83,2,Personal,Hail,Four-Door Car
IA,810.4503268999998,Basic,Bachelor,Unemployed,Suburban,117,6,Personal,Hail,Sports Car
NE,235.6702311,Basic,Bachelor,Unemployed,Suburban,69,1,Personal,Hail,Two-Door Car
IA,200.4350666,Basic,College,Unemployed,Suburban,66,1,Personal,Collision,Four-Door Car
OK,281.0464447,Basic,Bachelor,Employed,Suburban,71,1,Personal,Hail,Two-Door Car
NE,237.9614363,Basic,College,Unemployed,Suburban,71,1,Special,Other,Four-Door Car
NE,241.0105206,Basic,Bachelor,Medical Leave,Suburban,64,1,Personal,Scratch/Dent,Two-Door Car
MO,254.49697540000003,Basic,College,Employed,Rural,65,1,Personal,Hail,Two-Door Car
MO,1015.388899,Extended,College,Unemployed,Suburban,90,2,Corporate,Collision,Four-Door Car
MO,230.0691547,Basic,Bachelor,Retired,Suburban,63,1,Personal,Collision,Four-Door Car
IA,1014.544091,Extended,High School or Below,Employed,Suburban,131,9,Personal,Hail,SUV
IA,259.904158,Basic,High School or Below,Employed,Suburban,68,1,Personal,Collision,Four-Door Car
IA,668.9022727999999,Extended,High School or Below,Employed,Suburban,84,7,Personal,Hail,Two-Door Car
MO,272.15891689999995,Basic,College,Employed,Urban,67,1,Personal,Scratch/Dent,Four-Door Car
NE,752.488292,Basic,Bachelor,Employed,Urban,63,2,Personal,Hail,Four-Door Car
NE,948.7721906,Extended,Master,Employed,Suburban,79,2,Corporate,Collision,Four-Door Car
OK,597.778537,Basic,High School or Below,Employed,Suburban,74,9,Corporate,Collision,Four-Door Car
NE,641.1117312000001,Extended,Bachelor,Medical Leave,Suburban,82,3,Personal,Collision,Four-Door Car
NE,294.4180861,Basic,High School or Below,Employed,Urban,73,1,Personal,Hail,Four-Door Car
MO,668.5797205,Extended,Bachelor,Employed,Suburban,84,3,Personal,Other,Two-Door Car
IA,469.2660787,Basic,College,Unemployed,Suburban,69,8,Personal,Hail,Two-Door Car
MO,450.2667305,Basic,High School or Below,Unemployed,Suburban,69,3,Personal,Scratch/Dent,Four-Door Car
MO,1650.496173,Basic,High School or Below,Employed,Urban,104,2,Personal,Scratch/Dent,SUV
IA,946.017545,Extended,High School or Below,Unemployed,Suburban,133,6,Personal,Collision,SUV
KS,793.1722181,Basic,High School or Below,Medical Leave,Suburban,69,2,Personal,Collision,Four-Door Car
NE,797.4390276,Basic,High School or Below,Unemployed,Suburban,109,4,Personal,Collision,SUV
IA,505.4334903,Basic,Doctor,Employed,Suburban,63,6,Personal,Hail,Four-Door Car
NE,565.7806998,Basic,Bachelor,Employed,Urban,72,3,Personal,Hail,Four-Door Car
MO,1491.733495,Basic,Master,Unemployed,Suburban,190,3,Personal,Collision,Sports Car
MO,1304.665319,Basic,High School or Below,Employed,Urban,65,2,Corporate,Collision,Four-Door Car
IA,3841.059556,Basic,Bachelor,Employed,Suburban,105,2,Corporate,Collision,SUV
MO,506.90713610000006,Basic,Master,Employed,Rural,63,8,Personal,Scratch/Dent,Four-Door Car
MO,1097.87834,Extended,Bachelor,Employed,Suburban,136,8,Personal,Collision,Sports Car
KS,3976.955524,Basic,College,Medical Leave,Suburban,117,2,Personal,Collision,SUV
MO,655.934766,Extended,College,Unemployed,Suburban,94,6,Personal,Hail,Four-Door Car
KS,574.9883798999998,Basic,Bachelor,Employed,Suburban,73,9,Personal,Hail,Four-Door Car
IA,1647.316905,Basic,Bachelor,Retired,Suburban,106,2,Personal,Collision,SUV
IA,2620.083423,Basic,College,Employed,Rural,110,2,Personal,Scratch/Dent,SUV
NE,327.20108460000006,Extended,College,Unemployed,Suburban,87,1,Personal,Collision,Four-Door Car
NE,468.22493960000014,Basic,College,Employed,Rural,61,5,Corporate,Hail,Four-Door Car
MO,649.6197101,Extended,Bachelor,Employed,Rural,81,3,Personal,Hail,Four-Door Car
IA,744.6812516,Extended,High School or Below,Employed,Urban,93,8,Personal,Hail,Four-Door Car
IA,454.93370130000005,Basic,Bachelor,Medical Leave,Rural,61,3,Personal,Collision,Four-Door Car
MO,520.0076742,Extended,Bachelor,Employed,Urban,131,1,Corporate,Collision,SUV
IA,1059.413249,Extended,High School or Below,Employed,Suburban,131,6,Personal,Other,Sports Car
KS,305.9282091,Extended,Bachelor,Employed,Suburban,77,1,Personal,Hail,Four-Door Car
IA,818.1715637,Basic,Bachelor,Unemployed,Suburban,109,4,Corporate,Collision,SUV
IA,269.73287989999994,Basic,College,Employed,Urban,68,1,Personal,Collision,Four-Door Car
MO,1036.93874,Basic,College,Unemployed,Suburban,69,2,Corporate,Collision,Four-Door Car
NE,249.1317024,Basic,Doctor,Employed,Rural,62,1,Personal,Collision,Four-Door Car
IA,539.6372449,Extended,High School or Below,Employed,Suburban,136,1,Corporate,Collision,Sports Car
IA,465.2886703,Basic,Bachelor,Unemployed,Suburban,64,6,Corporate,Collision,Four-Door Car
NE,901.5915395,Extended,Bachelor,Unemployed,Suburban,130,4,Corporate,Collision,SUV
IA,785.7357595,Basic,High School or Below,Employed,Urban,65,2,Personal,Hail,Four-Door Car
MO,676.3181497,Basic,High School or Below,Unemployed,Suburban,64,2,Personal,Collision,Four-Door Car
KS,1569.553941,Basic,College,Employed,Urban,65,2,Personal,Hail,Four-Door Car
IA,521.9199246999998,Basic,Doctor,Employed,Rural,65,9,Personal,Hail,Four-Door Car
MO,765.3283759,Basic,College,Employed,Rural,64,2,Personal,Collision,Four-Door Car
MO,496.6736817,Basic,Bachelor,Unemployed,Suburban,73,6,Personal,Hail,Two-Door Car
MO,892.7134298000002,Premium,High School or Below,Employed,Rural,111,3,Personal,Hail,Four-Door Car
MO,2142.363723,Basic,Bachelor,Unemployed,Suburban,65,2,Corporate,Hail,Two-Door Car
NE,1548.125277,Premium,Bachelor,Unemployed,Suburban,180,2,Corporate,Hail,SUV
IA,871.4922134999998,Basic,College,Unemployed,Suburban,118,4,Personal,Collision,SUV
MO,557.7237772999998,Basic,Master,Employed,Rural,69,3,Special,Hail,Two-Door Car
IA,886.0654206,Basic,High School or Below,Employed,Urban,111,3,Personal,Hail,SUV
KS,1345.095561,Extended,High School or Below,Unemployed,Suburban,126,2,Corporate,Collision,SUV
MO,646.4417095,Extended,High School or Below,Unemployed,Suburban,89,3,Personal,Collision,Two-Door Car
OK,387.6772694,Premium,High School or Below,Unemployed,Suburban,108,1,Personal,Collision,Two-Door Car
NE,1010.365572,Extended,High School or Below,Employed,Rural,129,3,Corporate,Collision,SUV
KS,499.6552721,Basic,High School or Below,Employed,Rural,63,7,Personal,Hail,Two-Door Car
NE,393.4712712,Extended,High School or Below,Employed,Suburban,98,1,Personal,Other,Four-Door Car
OK,221.9995914,Basic,College,Unemployed,Suburban,62,1,Personal,Collision,Two-Door Car
IA,797.4949597,Premium,College,Employed,Suburban,101,9,Personal,Collision,Four-Door Car
IA,870.8018768999998,Basic,High School or Below,Unemployed,Suburban,118,3,Personal,Collision,SUV
KS,290.7363467,Basic,College,Employed,Suburban,74,1,Personal,Other,Four-Door Car
NE,488.1299084,Basic,Master,Employed,Suburban,61,7,Special,Hail,Four-Door Car
NE,365.26662610000005,Extended,Doctor,Unemployed,Suburban,95,1,Personal,Other,Four-Door Car
IA,1277.989903,Basic,College,Unemployed,Suburban,184,9,Personal,Hail,SUV
IA,421.902412,Basic,Bachelor,Employed,Suburban,107,1,Personal,Scratch/Dent,SUV
MO,581.6712126,Basic,College,Employed,Suburban,74,6,Personal,Other,Four-Door Car
IA,790.8452072000001,Basic,College,Employed,Rural,65,2,Personal,Hail,Four-Door Car
OK,356.0628183,Extended,College,Employed,Rural,88,1,Corporate,Hail,Four-Door Car
IA,506.4127663,Basic,High School or Below,Employed,Urban,63,6,Personal,Hail,Four-Door Car
IA,848.9843197,Extended,Bachelor,Unemployed,Suburban,130,3,Personal,Hail,Sports Car
MO,242.529505,Basic,Bachelor,Unemployed,Suburban,67,1,Corporate,Hail,Four-Door Car
MO,2754.236956,Premium,Doctor,Employed,Urban,114,2,Personal,Hail,Two-Door Car
MO,882.8933996,Premium,High School or Below,Employed,Urban,110,3,Corporate,Collision,Two-Door Car
MO,505.9325681,Basic,Bachelor,Employed,Rural,63,3,Personal,Hail,Four-Door Car
OK,671.559268,Extended,High School or Below,Retired,Suburban,90,7,Corporate,Collision,Two-Door Car
NE,267.1817549,Basic,High School or Below,Employed,Suburban,67,1,Corporate,Hail,Two-Door Car
MO,809.896921,Basic,College,Unemployed,Suburban,72,2,Personal,Scratch/Dent,Four-Door Car
MO,279.55462880000005,Basic,High School or Below,Employed,Rural,70,1,Personal,Hail,Two-Door Car
KS,297.2459706,Extended,High School or Below,Unemployed,Suburban,84,1,Personal,Hail,Two-Door Car
OK,628.8156817,Extended,High School or Below,Unemployed,Suburban,84,3,Special,Other,Two-Door Car
IA,6185.018803,Extended,College,Unemployed,Suburban,238,2,Personal,Scratch/Dent,SUV
NE,1039.436269,Extended,College,Employed,Suburban,88,2,Personal,Scratch/Dent,Four-Door Car
KS,493.5189986,Basic,High School or Below,Employed,Suburban,62,7,Personal,Collision,Four-Door Car
IA,3501.354166,Extended,Bachelor,Unemployed,Urban,133,2,Personal,Hail,SUV
MO,363.6943738,Extended,Bachelor,Employed,Rural,91,1,Corporate,Other,Four-Door Car
NE,278.5418107,Basic,High School or Below,Employed,Rural,71,1,Corporate,Hail,Two-Door Car
MO,771.5103608,Extended,High School or Below,Employed,Urban,96,3,Corporate,Collision,Four-Door Car
KS,564.3802354,Basic,Bachelor,Employed,Suburban,72,3,Personal,Hail,Four-Door Car
IA,1908.834203,Basic,College,Employed,Urban,61,2,Personal,Collision,Four-Door Car
IA,915.6272726,Premium,Bachelor,Employed,Suburban,118,4,Personal,Collision,Four-Door Car
MO,545.4587928999998,Basic,Master,Employed,Suburban,69,4,Personal,Other,Two-Door Car
NE,247.0441268,Basic,Doctor,Medical Leave,Urban,62,1,Personal,Hail,Two-Door Car
IA,780.9855966,Premium,College,Unemployed,Suburban,111,3,Personal,Hail,Two-Door Car
IA,693.8874476,Extended,Bachelor,Employed,Suburban,91,9,Personal,Hail,Two-Door Car
MO,531.8896639999998,Basic,Bachelor,Employed,Suburban,67,6,Personal,Hail,Four-Door Car
NE,1372.779972,Extended,College,Unemployed,Suburban,126,2,Personal,Collision,SUV
NE,536.3405968999998,Basic,High School or Below,Employed,Suburban,67,3,Personal,Scratch/Dent,Four-Door Car
IA,326.5156348000001,Extended,Bachelor,Employed,Suburban,82,1,Corporate,Collision,Four-Door Car
MO,244.6911045,Basic,Bachelor,Medical Leave,Urban,67,1,Personal,Other,Two-Door Car
KS,419.6689511,Basic,College,Unemployed,Suburban,114,1,Personal,Collision,Sports Car
NE,1291.349818,Basic,Master,Employed,Suburban,107,2,Personal,Collision,SUV
MO,2386.615656,Extended,High School or Below,Unemployed,Suburban,81,2,Personal,Scratch/Dent,Four-Door Car
NE,463.3336334,Basic,College,Medical Leave,Suburban,63,4,Personal,Collision,Four-Door Car
IA,819.6077584,Basic,Bachelor,Medical Leave,Suburban,108,3,Personal,Collision,SUV
NE,216.7330201,Basic,Bachelor,Unemployed,Suburban,61,1,Personal,Scratch/Dent,Four-Door Car
NE,561.9849825,Basic,High School or Below,Employed,Suburban,70,7,Personal,Scratch/Dent,Four-Door Car
NE,610.2307214,Premium,Bachelor,Employed,Suburban,153,1,Personal,Collision,Sports Car
NE,1494.483656,Basic,High School or Below,Unemployed,Suburban,68,2,Personal,Collision,Four-Door Car
MO,1081.9999,Extended,High School or Below,Employed,Urban,90,2,Personal,Collision,Four-Door Car
IA,1583.908876,Extended,Doctor,Employed,Rural,132,2,Personal,Hail,SUV
NE,645.1263836,Extended,Bachelor,Employed,Urban,81,7,Personal,Scratch/Dent,Two-Door Car
NE,556.4957596,Basic,Bachelor,Employed,Urban,73,3,Personal,Collision,Two-Door Car
MO,244.4896824,Basic,Bachelor,Employed,Suburban,63,1,Personal,Hail,Four-Door Car
IA,264.058732,Basic,Bachelor,Employed,Urban,68,1,Personal,Collision,Four-Door Car
MO,582.3162917000002,Basic,High School or Below,Employed,Rural,73,9,Personal,Hail,Two-Door Car
MO,575.5539367,Basic,College,Employed,Rural,71,9,Personal,Hail,Two-Door Car
MO,1040.896865,Basic,High School or Below,Retired,Suburban,101,2,Corporate,Collision,SUV
MO,824.7952072,Premium,College,Employed,Suburban,105,7,Personal,Hail,Four-Door Car
KS,367.9142115,Extended,Master,Employed,Rural,92,1,Personal,Hail,Four-Door Car
IA,1633.1433960000004,Extended,Bachelor,Employed,Urban,82,2,Personal,Hail,Four-Door Car
MO,2047.414563,Basic,High School or Below,Employed,Suburban,66,2,Personal,Other,Two-Door Car
IA,941.4943031,Extended,High School or Below,Retired,Suburban,132,4,Special,Scratch/Dent,SUV
IA,973.2584122000003,Extended,Bachelor,Employed,Rural,82,2,Personal,Collision,Two-Door Car
IA,461.12543,Basic,Master,Unemployed,Suburban,61,7,Personal,Hail,Four-Door Car
NE,1451.07505,Basic,High School or Below,Employed,Urban,182,6,Personal,Hail,Sports Car
IA,808.3541953,Basic,College,Unemployed,Suburban,116,8,Personal,Collision,SUV
MO,257.0190941,Basic,College,Employed,Rural,64,1,Personal,Scratch/Dent,Four-Door Car
KS,227.362059,Basic,Bachelor,Unemployed,Suburban,73,1,Personal,Collision,Four-Door Car
MO,399.5358195,Basic,College,Unemployed,Suburban,119,1,Corporate,Hail,SUV
MO,728.2221435,Extended,Bachelor,Employed,Suburban,95,9,Personal,Other,Two-Door Car
IA,246.956901,Basic,Bachelor,Employed,Urban,64,1,Personal,Scratch/Dent,Two-Door Car
MO,245.0625315,Basic,College,Employed,Rural,62,1,Personal,Other,Four-Door Car
IA,1085.6176380000004,Extended,College,Employed,Rural,136,5,Personal,Collision,SUV
NE,907.5768214,Basic,Master,Employed,Rural,116,8,Personal,Collision,Sports Car
MO,465.4582368,Premium,Master,Employed,Urban,114,1,Personal,Hail,Four-Door Car
IA,1539.48718,Premium,Bachelor,Employed,Suburban,197,7,Personal,Hail,SUV
IA,942.1101961,Extended,Bachelor,Medical Leave,Rural,126,3,Corporate,Scratch/Dent,Sports Car
IA,264.0515863,Basic,Bachelor,Employed,Rural,66,1,Personal,Hail,Four-Door Car
NE,850.9850887,Basic,Master,Medical Leave,Suburban,74,2,Corporate,Collision,Four-Door Car
NE,343.6134281,Extended,Doctor,Employed,Rural,88,1,Corporate,Hail,Four-Door Car
IA,434.930875,Basic,College,Employed,Rural,108,1,Personal,Hail,SUV
IA,967.2701942,Extended,High School or Below,Unemployed,Suburban,96,2,Corporate,Collision,Four-Door Car
NE,1526.648446,Extended,High School or Below,Medical Leave,Suburban,135,2,Personal,Collision,Sports Car
NE,755.0867469,Basic,Doctor,Unemployed,Rural,68,2,Personal,Hail,Four-Door Car
KS,993.9255085,Extended,Bachelor,Medical Leave,Urban,137,3,Personal,Collision,SUV
IA,1496.237103,Extended,High School or Below,Unemployed,Suburban,82,2,Personal,Other,Four-Door Car
OK,788.782202,Extended,High School or Below,Employed,Suburban,98,8,Personal,Collision,Two-Door Car
IA,289.4327413000001,Basic,College,Employed,Rural,73,1,Personal,Hail,Two-Door Car
MO,439.77812069999993,Basic,College,Employed,Urban,111,1,Corporate,Hail,SUV
NE,578.1015999,Basic,High School or Below,Employed,Urban,72,5,Personal,Hail,Two-Door Car
MO,772.0155884999998,Basic,High School or Below,Employed,Suburban,192,1,Personal,Other,Sports Car
KS,304.62489760000005,Extended,High School or Below,Unemployed,Suburban,98,1,Personal,Collision,Four-Door Car
OK,259.0321715,Basic,College,Employed,Rural,65,1,Personal,Scratch/Dent,Four-Door Car
MO,1015.530044,Extended,College,Employed,Suburban,89,2,Corporate,Hail,Four-Door Car
NE,255.200081,Basic,High School or Below,Employed,Rural,64,1,Personal,Other,Two-Door Car
MO,940.4447425,Extended,Bachelor,Employed,Urban,80,2,Personal,Collision,Two-Door Car
IA,567.8050167,Extended,Bachelor,Unemployed,Suburban,76,3,Personal,Hail,Four-Door Car
MO,372.3114445,Extended,High School or Below,Employed,Urban,92,1,Personal,Hail,Four-Door Car
IA,841.7102804,Basic,Bachelor,Employed,Urban,107,3,Corporate,Collision,SUV
MO,252.0028421,Basic,College,Unemployed,Suburban,68,1,Personal,Hail,Four-Door Car
OK,818.6308757,Basic,Bachelor,Medical Leave,Suburban,105,3,Personal,Collision,SUV
KS,422.9923123,Extended,College,Unemployed,Suburban,126,1,Personal,Other,SUV
MO,507.4246068,Basic,High School or Below,Employed,Urban,63,6,Personal,Collision,Four-Door Car
MO,1298.152926,Premium,High School or Below,Employed,Suburban,109,2,Personal,Collision,Four-Door Car
NE,274.4172816,Basic,Doctor,Medical Leave,Rural,71,1,Personal,Collision,Four-Door Car
IA,1322.622345,Basic,Bachelor,Unemployed,Suburban,190,4,Special,Collision,Sports Car
MO,1317.843163,Basic,High School or Below,Employed,Suburban,108,2,Personal,Collision,SUV
MO,879.3521302999999,Basic,High School or Below,Employed,Suburban,73,2,Personal,Collision,Two-Door Car
MO,324.5332058,Extended,Bachelor,Employed,Urban,82,1,Corporate,Hail,Two-Door Car
NE,462.4622593,Basic,High School or Below,Unemployed,Suburban,68,3,Personal,Scratch/Dent,Four-Door Car
IA,437.2490855,Basic,High School or Below,Medical Leave,Suburban,112,1,Special,Scratch/Dent,Sports Car
NE,909.0269181,Extended,High School or Below,Employed,Suburban,229,1,Personal,Scratch/Dent,SUV
IA,1077.756762,Extended,College,Employed,Suburban,91,2,Personal,Scratch/Dent,Two-Door Car
KS,500.7224298,Basic,College,Unemployed,Suburban,73,3,Personal,Collision,Four-Door Car
NE,586.712642,Basic,College,Employed,Urban,74,5,Personal,Hail,Four-Door Car
MO,1491.453488,Basic,Bachelor,Employed,Suburban,63,2,Personal,Collision,Four-Door Car
IA,510.7163002,Basic,Bachelor,Employed,Urban,65,3,Personal,Hail,Four-Door Car
OK,353.6647490000001,Extended,High School or Below,Employed,Suburban,92,1,Personal,Scratch/Dent,Four-Door Car
NE,283.9796453,Basic,High School or Below,Employed,Suburban,72,1,Corporate,Collision,Four-Door Car
MO,293.9939038,Basic,High School or Below,Employed,Urban,73,1,Corporate,Hail,Four-Door Car
MO,277.6629135,Extended,High School or Below,Unemployed,Suburban,77,1,Personal,Hail,Four-Door Car
IA,547.6527832,Basic,Master,Employed,Rural,68,8,Corporate,Hail,Four-Door Car
MO,326.5156348000001,Extended,Bachelor,Employed,Suburban,82,1,Personal,Collision,Four-Door Car
MO,806.6073765,Basic,High School or Below,Medical Leave,Suburban,71,2,Special,Hail,Two-Door Car
NE,364.4833554,Extended,High School or Below,Employed,Suburban,90,1,Personal,Hail,Two-Door Car
NE,661.1118163,Extended,College,Unemployed,Suburban,95,3,Personal,Collision,Four-Door Car
IA,758.2113842,Basic,College,Employed,Urban,64,2,Personal,Hail,Four-Door Car
KS,260.781554,Basic,College,Unemployed,Suburban,70,1,Special,Hail,Two-Door Car
NE,712.4202899000002,Extended,Doctor,Employed,Rural,89,7,Personal,Hail,Four-Door Car
OK,943.5540893,Extended,Bachelor,Unemployed,Suburban,129,8,Corporate,Collision,SUV
NE,825.62978,Basic,Bachelor,Employed,Rural,69,2,Personal,Hail,Two-Door Car
NE,509.1101225,Basic,High School or Below,Employed,Suburban,65,8,Personal,Scratch/Dent,Four-Door Car
MO,588.1813596,Basic,High School or Below,Employed,Rural,73,3,Personal,Other,Four-Door Car
MO,768.4887717,Extended,College,Employed,Rural,98,5,Special,Scratch/Dent,Two-Door Car
IA,1039.653186,Extended,College,Employed,Urban,130,7,Personal,Other,SUV
IA,854.5608946000001,Basic,Bachelor,Employed,Urban,109,6,Personal,Scratch/Dent,Sports Car
IA,440.8071476,Basic,College,Employed,Urban,111,1,Personal,Hail,SUV
NE,256.2843896,Basic,High School or Below,Unemployed,Suburban,74,1,Corporate,Collision,Four-Door Car
IA,1488.670602,Basic,High School or Below,Employed,Rural,185,6,Personal,Collision,SUV
NE,2433.851185,Basic,High School or Below,Employed,Rural,67,2,Personal,Hail,Two-Door Car
NE,745.2998789,Premium,High School or Below,Medical Leave,Suburban,101,7,Personal,Collision,Four-Door Car
KS,398.1775889,Basic,Bachelor,Employed,Urban,100,1,Personal,Hail,SUV
OK,1606.006949,Extended,College,Unemployed,Suburban,87,2,Personal,Collision,Four-Door Car
MO,511.1357987,Basic,High School or Below,Unemployed,Suburban,72,7,Personal,Collision,Four-Door Car
NE,743.9978924,Basic,Bachelor,Unemployed,Suburban,108,5,Personal,Hail,SUV
KS,497.4801539,Basic,Bachelor,Employed,Suburban,65,9,Corporate,Hail,Two-Door Car
MO,1781.6682420000004,Extended,High School or Below,Employed,Suburban,220,7,Personal,Scratch/Dent,Sports Car
IA,623.8054416,Extended,Bachelor,Unemployed,Rural,90,7,Personal,Scratch/Dent,Four-Door Car
IA,268.2912454,Basic,Bachelor,Unemployed,Suburban,74,1,Corporate,Collision,Two-Door Car
MO,283.7163399,Basic,College,Employed,Suburban,73,1,Personal,Scratch/Dent,Two-Door Car
IA,411.8588554,Premium,Bachelor,Employed,Suburban,103,1,Personal,Collision,Two-Door Car
NE,413.9533158,Basic,Doctor,Employed,Rural,104,1,Personal,Collision,Sports Car
NE,410.0465956000001,Premium,Bachelor,Employed,Rural,104,1,Personal,Collision,Two-Door Car
